RA,Nome,Gênero,Turma,Escola,Instituição de ensino,Ativo/ Inativo,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2024,INDE 2022,INDE 2023,INDE 2024,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Avaliador4,Avaliador5,Avaliador6,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-1076,Aluno-1076,Feminino,3A,EE Mario Francisco de Amorim,Pública,Cursando,2021,3A,Fase 3 (7° e 8° ano),0,Ametista,,7.901033333,7.479598365200001,2011-08-11 00:00:00,13,,,,Ametista,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,8.334,7.777033492666668,8.125,7.03125,,6.333333333333333,5.5,6.5,7.0,,,6.5425,10.0,,,,2024
RA-1077,Aluno-1077,Masculino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Quartzo,,7.2115,5.543865740733334,2012-04-03 00:00:00,12,,,,Ametista,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,0.0,7.703703703666666,6.885,6.40625,,2.0,0.0,6.0,0.0,,,6.37,10.0,,,,2024
RA-1079,Aluno-1079,Masculino,3B,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2023,3B,Fase 3 (7° e 8° ano),0,Quartzo,,6.916533333,5.4253413299333335,2010-12-02 00:00:00,13,,,,Agata,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,7.5,4.516498316333333,2.51,4.21875,,6.333333333333333,5.0,7.5,6.5,,,4.1625,10.0,,,,2024
RA-1081,Aluno-1081,Feminino,4C,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2023,4C,Fase 4 (9° ano),0,Topázio,,7.666033333,8.5452952381,2009-07-29 00:00:00,15,,,,Ametista,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,6.667,9.523809523666666,5.005,9.166666667,,8.833333333333334,9.5,8.0,9.0,,,8.95,10.0,,,,2024
RA-1082,Aluno-1082,Feminino,2A,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,2A,Fase 3 (7° e 8° ano),-1,Agata,,7.1617,6.6114857142,2011-04-07 00:00:00,13,,,,Ametista,,,,3,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,7.502,7.5714285715,10.0,7.083333333,,3.75,2.0,5.5,,,,6.943333333,5.0,,,,2024
RA-1084,Aluno-1084,Feminino,3A,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,3A,Fase 3 (7° e 8° ano),0,Agata,,7.9948,6.9071109649333335,2012-06-13 00:00:00,12,,,,Ametista,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,8.751,7.705263158,5.63,7.03125,,3.6666666666666665,1.0,6.0,4.0,,,7.4575,10.0,,,,2024
RA-1087,Aluno-1087,Feminino,3B,EE Mario Francisco de Amorim,Pública,Cursando,2023,3B,Fase 3 (7° e 8° ano),0,Agata,,7.2067,6.913936532,2011-03-15 00:00:00,13,,,,Ametista,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,7.917,8.393265993333333,8.755,7.1875,,2.6666666666666665,2.0,5.0,1.0,,,6.58,10.0,,,,2024
RA-1089,Aluno-1089,Feminino,3D,EE Bairro Boa Vista,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Ametista,,7.9947,7.6221531746,2012-03-08 00:00:00,12,,,,Ametista,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,9.168,7.039682539666667,8.13,7.1875,,6.833333333333333,6.0,6.0,8.5,,,6.995,10.0,,,,2024
RA-1090,Aluno-1090,Masculino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Ametista,,7.844033333,7.7652831384,2010-07-22 00:00:00,14,,,,Ametista,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,9.585,7.621832358666666,7.51,7.8125,,6.333333333333333,3.5,7.5,8.0,,,7.4175,10.0,,,,2024
RA-1093,Aluno-1093,Masculino,3D,EE Mario Francisco de Amorim,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Topázio,,8.197533333,8.5079027778,2012-03-22 00:00:00,12,,,,Topázio,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,7.5,7.722222222333333,8.13,8.90625,,8.666666666666666,8.5,8.0,9.5,,,8.8825,10.0,,,,2024
RA-1094,Aluno-1094,Feminino,3D,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Topázio,,8.1779,8.0164785714,2011-12-25 00:00:00,12,,,,Topázio,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,9.168,9.523809523666666,2.51,8.4375,,7.333333333333333,6.0,7.5,8.5,,,8.1675,10.0,,,,2024
RA-1095,Aluno-1095,Masculino,3D,EE Mario Francisco de Amorim,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Agata,,6.238,6.108547514666667,2010-07-11 00:00:00,14,,,,Agata,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,7.5,7.84502924,7.51,5.46875,,2.3333333333333335,3.0,2.0,2.0,,,5.125,10.0,,,,2024
RA-1096,Aluno-1096,Feminino,3B,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,3B,Fase 2 (5° e 6° ano),1,Topázio,,8.615533333,9.189883333333334,2012-12-05 00:00:00,11,,,,Topázio,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,9.168,9.866666666666667,8.755,9.0625,,8.5,8.5,7.0,10.0,,,9.09,10.0,,,,2024
RA-1097,Aluno-1097,Masculino,3C,EE Paschoal Carlos Magno,Pública,Cursando,2023,3C,Fase 4 (9° ano),-1,Quartzo,,6.9547,5.475324895633334,2009-07-06 00:00:00,15,,,,Agata,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,10.002,4.849791144666667,6.25,6.041666667,,3.0,4.5,4.5,0.0,,,5.88,5.0,,,,2024
RA-1098,Aluno-1098,Feminino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2023,3D,Fase 3 (7° e 8° ano),0,Agata,,7.2787,6.5744562514,2010-10-22 00:00:00,14,,,,Ametista,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,8.751,5.822406257,7.51,7.34375,,3.5,1.0,3.5,6.0,,,6.7475,10.0,,,,2024
RA-1099,Aluno-1099,Feminino,3G,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,3G,Fase 3 (7° e 8° ano),0,Ametista,,7.113533333,7.332483333333334,2010-07-18 00:00:00,14,,,,Ametista,,,,4,Avaliador-21,,Avaliador-16,,Avaliador-26,Avaliador-7,,,8.334,8.133333333333333,10.0,7.8125,,3.8333333333333335,2.5,3.5,5.5,,,6.6225,10.0,,,,2024
RA-110,Aluno-110,Masculino,5A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5A,Fase 5 (1° EM),0,Topázio,8.149929726333543,8.0879,8.6324939394,2008-07-19 00:00:00,16,Ametista,Topázio,Topázio,Topázio,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,9.168,9.696969697,6.255,7.5,,8.5,10.0,7.0,8.5,,,8.504,10.0,,,,2024
RA-1100,Aluno-1100,Masculino,3G,EE João Ortiz Rodrigues,Pública,Cursando,2023,3G,Fase 2 (5° e 6° ano),1,Agata,,8.261033333,6.649708333333334,2012-08-10 00:00:00,12,,,,Topázio,,,,4,Avaliador-21,,Avaliador-16,,Avaliador-26,Avaliador-7,,,7.5,7.1000000000000005,7.51,6.71875,,4.666666666666667,4.0,4.0,6.0,,,5.6175,10.0,,,,2024
RA-1102,Aluno-1102,Masculino,3H,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,3H,Fase 2 (5° e 6° ano),1,Topázio,,8.123033333,8.440611904733334,2012-10-06 00:00:00,12,,,,Topázio,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-25,,8.751,9.390476190333333,8.13,5.9375,,9.333333333333334,10.0,8.0,10.0,,,7.07,10.0,,,,2024
RA-1103,Aluno-1103,Masculino,2H,EE Loris Nassif Mattar Profa,Pública,Cursando,2023,2H,Fase 2 (5° e 6° ano),0,Ametista,,7.574866667,7.861995031000001,2012-11-30 00:00:00,11,,,,Ametista,,,,4,Avaliador-19,,Avaliador-17,,Avaliador-25,Avaliador-2,,,8.502,7.763975155000001,7.51,7.5,,7.25,6.0,8.5,,,,7.54,10.0,,,,2024
RA-1106,Aluno-1106,Masculino,3F,EE João Ortiz Rodrigues,Pública,Cursando,2023,3F,Fase 3 (7° e 8° ano),0,Quartzo,,7.1642,5.936272086266667,2011-05-19 00:00:00,13,,,,Ametista,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,8.334,5.4312354313333335,7.51,7.65625,,0.0,0.0,0.0,0.0,,,7.5,10.0,,,,2024
RA-1107,Aluno-1107,Feminino,3G,EE João Ortiz Rodrigues,Pública,Cursando,2023,3G,Fase 3 (7° e 8° ano),0,Quartzo,,7.9327,5.9731,2010-12-20 00:00:00,13,,,,Ametista,,,,4,Avaliador-21,,Avaliador-16,,Avaliador-26,Avaliador-7,,,8.751,6.2,2.51,7.5,,2.5,1.0,3.5,3.0,,,6.785,10.0,,,,2024
RA-1108,Aluno-1108,Masculino,3F,EE João Ortiz Rodrigues,Pública,Cursando,2023,3F,Fase 3 (7° e 8° ano),0,Agata,,6.310833333,6.017215010400001,2010-12-16 00:00:00,13,,,,Agata,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-7,,9.168,3.7546583853333337,8.13,7.1875,,3.6666666666666665,3.5,3.5,4.0,,,5.422,10.0,,,,2024
RA-111,Aluno-111,Feminino,5B,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,5B,Fase 5 (1° EM),0,Topázio,8.645932539215686,7.566458333,8.667693939400001,2009-06-27 00:00:00,15,Ametista,Topázio,Topázio,Ametista,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,9.168,9.488636363666666,6.26,8.125,,8.333333333333334,8.0,7.0,10.0,,,8.74,10.0,,,,2024
RA-1111,Aluno-1111,Feminino,3F,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,3F,Fase 2 (5° e 6° ano),1,Agata,,6.559166667,6.116032815733334,2012-07-09 00:00:00,12,,,,Agata,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-7,,6.249,4.600414078666667,7.5,6.5625,,5.0,5.0,4.0,6.0,,,5.824,10.0,,,,2024
RA-1112,Aluno-1112,Masculino,3I,EE Joaquim Mendes Feliz,Pública,Cursando,2023,3I,Fase 3 (7° e 8° ano),0,Agata,,7.088866667,6.8560823939999995,2011-06-28 00:00:00,13,,,,Ametista,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,9.585,9.02791197,8.135,5.375,,4.0,4.0,4.0,4.0,,,4.705,10.0,,,,2024
RA-1114,Aluno-1114,Feminino,3M,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2023,3M,Fase 3 (7° e 8° ano),0,Ametista,,7.5667,7.437466666666667,2011-11-14 00:00:00,12,,,,Ametista,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,8.751,9.533333333333333,2.51,8.375,,5.0,5.0,3.0,7.0,,,7.836,10.0,,,,2024
RA-1115,Aluno-1115,Feminino,2M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,2M,Fase 2 (5° e 6° ano),0,Agata,,6.474,6.570068686900001,2012-10-10 00:00:00,12,,,,Agata,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,4.2676767675,7.51,7.5,,6.25,6.5,6.0,,,,5.826666667,10.0,,,,2024
RA-1116,Aluno-1116,Masculino,3M,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2023,3M,Fase 4 (9° ano),-1,Quartzo,,6.956533333,3.7894777778,2009-10-27 00:00:00,15,,,,Agata,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,0.0,3.3555555556666667,6.26,5.125,,2.3333333333333335,1.0,3.0,3.0,,,5.066,5.0,,,,2024
RA-1117,Aluno-1117,Feminino,3K,EE Maria André Schunck Dona,Pública,Cursando,2023,3K,Fase 2 (5° e 6° ano),1,Ametista,,8.382366667,7.601562962866668,2012-10-04 00:00:00,12,,,,Topázio,,,,3,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,8.751,8.314814814666667,7.51,8.125,,5.666666666666667,5.0,5.0,7.0,,,6.833333333,10.0,,,,2024
RA-1118,Aluno-1118,Feminino,3M,EM Alfredo Schunk,Pública,Cursando,2023,3M,Fase 3 (7° e 8° ano),0,Ametista,,7.163833333,7.0305545924,2010-11-04 00:00:00,14,,,,Ametista,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,7.084,7.846439628666666,9.38,6.75,,3.8333333333333335,3.0,4.5,4.0,,,6.866,10.0,,,,2024
RA-1119,Aluno-1119,Feminino,3M,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2023,3M,Fase 4 (9° ano),-1,Ametista,,7.192,7.388266666666667,2010-04-29 00:00:00,14,,,,Ametista,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,9.585,8.716666666666667,7.51,7.625,,5.666666666666667,6.0,3.5,7.5,,,7.698,5.0,,,,2024
RA-112,Aluno-112,Feminino,6A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,6A,Fase 6 (2° EM),0,Topázio,7.83582013255232,7.141308333,8.052609920666667,2007-08-09 00:00:00,17,Ametista,Ametista,Ametista,Ametista,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-1,Avaliador-26,Avaliador-7,,7.083,7.978174603333333,7.51,7.96875,,8.0,9.5,6.0,8.5,,,8.004,10.0,,,,2024
RA-1121,Aluno-1121,Masculino,3K,EE Maria André Schunck Dona,Pública,Cursando,2023,3K,Fase 3 (7° e 8° ano),0,Topázio,,8.049,8.407166666633334,2012-01-08 00:00:00,12,,,,Topázio,,,,3,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,9.585,10.0,7.51,7.083333333,,6.666666666666667,9.0,5.0,6.0,,,8.28,10.0,,,,2024
RA-1122,Aluno-1122,Masculino,3K,EE Maria André Schunck Dona,Pública,Cursando,2023,3K,Fase 2 (5° e 6° ano),1,Ametista,,7.3715,7.817322222166666,2012-09-30 00:00:00,12,,,,Ametista,,,,3,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,8.751,9.861111111,7.51,7.083333333,,5.333333333333333,5.0,4.5,6.5,,,7.22,10.0,,,,2024
RA-1127,Aluno-1127,Feminino,3N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,3N,Fase 3 (7° e 8° ano),0,Topázio,,8.3167,8.180966666666668,2012-03-07 00:00:00,12,,,,Topázio,,,,2,Avaliador-21,,Avaliador-23,,,,,,9.168,10.0,7.51,8.125,,5.833333333333333,8.5,4.5,4.5,,,7.67,10.0,,,,2024
RA-1129,Aluno-1129,Masculino,3N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,3N,Fase 3 (7° e 8° ano),0,Ametista,,7.309333333,7.360417647066668,2012-01-31 00:00:00,12,,,,Ametista,,,,2,Avaliador-21,,Avaliador-23,,,,,,9.168,7.137254902,8.13,6.875,,6.833333333333333,9.0,5.5,6.0,,,5.745,10.0,,,,2024
RA-113,Aluno-113,Feminino,5G,EE Leonice de Aquino Oliveira,Pública,Cursando,2021,5G,Fase 6 (2° EM),-1,Ametista,3.0318062222222224,,7.043536903066667,2007-11-25 00:00:00,16,Ametista,Ágata,Quartzo,,,,,3,Avaliador-23,,Avaliador-5,,Avaliador-5,,,,8.751,7.063851181666667,7.51,7.5,,6.666666666666667,7.0,6.0,7.0,,,7.106666667,5.0,,,,2024
RA-1130,Aluno-1130,Masculino,3N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,3N,Fase 3 (7° e 8° ano),0,Agata,,8.0037,6.563952941199999,2012-03-21 00:00:00,12,,,,Topázio,,,,2,Avaliador-21,,Avaliador-23,,,,,,8.751,6.278431372666667,8.13,6.875,,4.333333333333333,7.5,3.5,2.0,,,5.33,10.0,,,,2024
RA-1131,Aluno-1131,Feminino,3K,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2023,3K,Fase 3 (7° e 8° ano),0,Topázio,,8.316133333,8.2889555555,2011-04-19 00:00:00,13,,,,Topázio,,,,3,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,8.334,9.277777777666666,6.255,7.291666667,,8.333333333333334,8.0,7.0,10.0,,,7.893333333,10.0,,,,2024
RA-1133,Aluno-1133,Feminino,3U,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,3U,Fase 2 (5° e 6° ano),1,Topázio,,8.600033333,8.238553968266668,2013-02-19 00:00:00,11,,,,Topázio,,,,4,Avaliador-20,,Avaliador-21,,Avaliador-26,Avaliador-10,,,9.168,9.841269841333334,8.75,8.125,,4.5,5.0,3.5,5.0,,,8.83,10.0,,,,2024
RA-1134,Aluno-1134,Masculino,3U,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,3U,Fase 3 (7° e 8° ano),0,Ametista,,7.769866667,7.7564571427,2011-11-28 00:00:00,12,,,,Ametista,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.751,8.914285714,7.51,7.708333333,,6.0,6.0,5.5,6.5,,,6.883333333,10.0,,,,2024
RA-1136,Aluno-1136,Feminino,3R,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,3R,Fase 4 (9° ano),-1,Quartzo,,6.7351,5.458179831866667,2009-11-23 00:00:00,14,,,,Agata,,,,3,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,4.547899159666667,8.135,7.5,,1.6666666666666667,1.0,2.0,2.0,,,6.383333333,5.0,,,,2024
RA-1137,Aluno-1137,Feminino,3P,EE Maria André Schunck Dona,Pública,Cursando,2023,3P,Fase 2 (5° e 6° ano),1,Ametista,,8.743366667,7.1837526524666675,2013-02-27 00:00:00,11,,,,Topázio,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-5,Avaliador-26,,,8.334,7.588638262333333,8.13,8.28125,,3.5,1.0,4.5,5.0,,,7.4575,10.0,,,,2024
RA-1139,Aluno-1139,Masculino,3P,EE Maria André Schunck Dona,Pública,Cursando,2023,3P,Fase 2 (5° e 6° ano),1,Agata,,7.6647,6.906276357600001,2012-09-16 00:00:00,12,,,,Ametista,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-5,Avaliador-26,,,8.334,6.152715121333333,7.51,7.5,,4.666666666666667,5.0,3.0,6.0,,,7.04,10.0,,,,2024
RA-1140,Aluno-1140,Feminino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,2P,Fase 2 (5° e 6° ano),0,Ametista,,7.703533333,7.3473880383,2012-08-28 00:00:00,12,,,,Ametista,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,6.834,6.112440191499999,7.51,8.125,,7.0,4.5,9.5,,,,7.39,10.0,,,,2024
RA-1141,Aluno-1141,Feminino,3L,EE Maria André Schunck Dona,Pública,Cursando,2023,3L,Fase 3 (7° e 8° ano),0,Agata,,7.2757,6.793890866866667,2011-06-27 00:00:00,13,,,,Ametista,,,,4,Avaliador-20,,Avaliador-21,,Avaliador-26,Avaliador-10,,,9.585,6.191537667666666,7.51,6.5625,,4.166666666666667,5.0,4.5,3.0,,,6.7825,10.0,,,,2024
RA-1142,Aluno-1142,Feminino,3P,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2023,3P,Fase 3 (7° e 8° ano),0,Topázio,,9.175033333,8.390566666666668,2012-05-28 00:00:00,12,,,,Topázio,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-5,Avaliador-26,,,8.334,9.133333333333333,7.51,8.125,,8.5,10.0,8.0,7.5,,,7.335,10.0,,,,2024
RA-1143,Aluno-1143,Feminino,3A,EE Joaquim Mendes Feliz,Pública,Cursando,2021,3A,Fase 6 (2° EM),-3,Quartzo,,6.445933333,5.881225668333334,2008-04-30 00:00:00,16,,,,Agata,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,9.585,5.201336675,9.38,7.03125,,3.1666666666666665,3.0,6.5,0.0,,,6.79,2.5,,,,2024
RA-1146,Aluno-1146,Feminino,3C,EE Mario Francisco de Amorim,Pública,Cursando,2023,3C,Fase 5 (1° EM),-2,Quartzo,,6.689583333,5.3933086048000005,2008-11-20 00:00:00,15,,,,Agata,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,10.002,5.017209691,6.88,6.25,,2.0,2.0,0.0,4.0,,,5.883333333,5.0,,,,2024
RA-1147,Aluno-1147,Feminino,3B,EE Loris Nassif Mattar Profa,Pública,Cursando,2023,3B,Fase 4 (9° ano),-1,Quartzo,,7.072983333,5.833118518533334,2009-07-04 00:00:00,15,,,,Ametista,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,8.751,6.125925926,8.755,6.25,,3.1666666666666665,2.0,5.0,2.5,,,5.495,5.0,,,,2024
RA-1149,Aluno-1149,Feminino,4A,EE Joaquim Mendes Feliz,Pública,Cursando,2023,4A,Fase 5 (1° EM),-1,Topázio,,7.410108333,8.1371,2009-06-09 00:00:00,15,,,,Ametista,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,8.334,10.0,10.0,8.625,,6.0,2.0,6.0,10.0,,,8.706,5.0,,,,2024
RA-115,Aluno-115,Feminino,5A,EE Joaquim Mendes Feliz,Pública,Cursando,2021,5A,Fase 7 (3° EM),-2,Quartzo,5.885500876499922,6.319141667,5.404184695733334,2006-11-18 00:00:00,17,Ametista,Ametista,Quartzo,Agata,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,7.917,4.164756812,6.26,6.75,,4.166666666666667,6.5,4.5,1.5,,,5.726,5.0,,,,2024
RA-1150,Aluno-1150,Masculino,4C,EE Olivia de Faria Nogueira,Pública,Cursando,2023,4C,Fase 6 (2° EM),-2,Ametista,,7.076008333,7.1023212964,2007-10-15 00:00:00,17,,,,Ametista,,,,3,Avaliador-21,,Avaliador-20,,Avaliador-26,,,,8.334,6.481481481666667,7.51,7.65625,,6.833333333333333,4.0,6.5,10.0,,,7.946666667,5.0,,,,2024
RA-1151,Aluno-1151,Feminino,4C,EE Paschoal Carlos Magno,Pública,Cursando,2023,4C,Fase 3 (7° e 8° ano),1,Topázio,,7.829958333,8.749111111066668,2011-03-04 00:00:00,13,,,,Ametista,,,,3,Avaliador-21,,Avaliador-20,,Avaliador-26,,,,7.5,9.722222222333334,5.635,8.125,,9.0,9.0,8.0,10.0,,,9.393333333,10.0,,,,2024
RA-1153,Aluno-1153,Feminino,4A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,4A,Fase 5 (1° EM),-1,Topázio,,7.968658333,8.268876190466667,2009-06-24 00:00:00,15,,,,Ametista,,,,5,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-1,Avaliador-5,,8.751,9.702380952333334,5.635,8.75,,8.5,8.0,8.5,9.0,,,9.074,5.0,,,,2024
RA-1154,Aluno-1154,Masculino,3G,EE João Ortiz Rodrigues,Pública,Cursando,2023,3G,Fase 4 (9° ano),-1,Ametista,,7.701125,7.5660750000000005,2010-05-23 00:00:00,14,,,,Ametista,,,,4,Avaliador-21,,Avaliador-16,,Avaliador-26,Avaliador-7,,,7.917,9.200000000000001,7.51,7.34375,,8.0,7.0,7.0,10.0,,,6.745,5.0,,,,2024
RA-1155,Aluno-1155,Feminino,4F,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2023,4F,Fase 5 (1° EM),-1,Ametista,,7.821633333,7.119011111133333,2009-02-18 00:00:00,15,,,,Ametista,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,8.334,8.888888889,5.005,8.0,,4.666666666666667,6.0,8.0,0.0,,,8.87,5.0,,,,2024
RA-1156,Aluno-1156,Feminino,4F,EE João Ortiz Rodrigues,Pública,Cursando,2023,4F,Fase 3 (7° e 8° ano),1,Agata,,7.340775,6.6777135642,2011-05-19 00:00:00,13,,,,Ametista,,,,5,Avaliador-22,,Avaliador-17,,Avaliador-1,Avaliador-5,Avaliador-26,,7.5,7.821067821,7.51,7.125,,2.0,6.0,0.0,0.0,,,7.5,10.0,,,,2024
RA-1157,Aluno-1157,Masculino,3H,EE Olivia de Faria Nogueira,Pública,Cursando,2023,3H,Fase 4 (9° ano),-1,Ametista,,7.086633333,7.916082936533334,2009-08-24 00:00:00,15,,,,Ametista,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-25,,9.585,9.082539682666665,7.51,7.96875,,7.0,8.0,6.0,7.0,,,8.466,5.0,,,,2024
RA-116,Aluno-116,Feminino,5A,EE Joaquim Mendes Feliz,Pública,Cursando,2021,5A,Fase 7 (3° EM),-2,Agata,6.854039584291188,6.433075,6.337470707133334,2006-08-31 00:00:00,18,Ametista,Ágata,Ágata,Agata,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,8.334,7.535353535666666,5.635,6.875,,4.5,6.5,2.0,5.0,,,6.73,5.0,,,,2024
RA-1160,Aluno-1160,Masculino,3I,EE Joaquim Mendes Feliz,Pública,Cursando,2023,3I,Fase 4 (9° ano),-1,Agata,,6.636166667,6.274190982333334,2010-04-01 00:00:00,14,,,,Agata,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,8.751,8.201288245,7.51,6.25,,3.1666666666666665,5.5,2.0,2.0,,,6.2475,5.0,,,,2024
RA-1162,Aluno-1162,Feminino,4M,EE Maria André Schunck Dona,Pública,Cursando,2023,4M,Fase 4 (9° ano),0,Ametista,,7.44215,7.473167836266667,2009-11-27 00:00:00,14,,,,Ametista,,,,4,Avaliador-21,,Avaliador-20,,Avaliador-1,Avaliador-26,,,7.917,9.135672514666666,6.26,6.875,,5.666666666666667,4.0,7.5,5.5,,,7.0375,10.0,,,,2024
RA-1163,Aluno-1163,Masculino,4M,EE Maria André Schunck Dona,Pública,Cursando,2023,4M,Fase 4 (9° ano),0,Topázio,,7.749391667,8.6794789474,2009-07-24 00:00:00,15,,,,Ametista,,,,4,Avaliador-21,,Avaliador-20,,Avaliador-1,Avaliador-26,,,8.334,9.824561403666666,7.51,8.125,,7.833333333333333,9.5,6.5,7.5,,,8.755,10.0,,,,2024
