RA,Nome,Gênero,Turma,Instituição de ensino,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2023,INDE 2022,INDE 2023,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-918,Aluno-918,Feminino,ALFA H - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Ametista,,7.4967,3/19/2016,7.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,10.0,8.7,2.52,5.625,,7.7,7.1,8.3,,,,7.01,10.0,,,,2023
RA-919,Aluno-919,Masculino,ALFA H - G0/G1,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,6.225,4/16/2014,9.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,0.0,8.4,7.52,6.25,,5.3,5.5,5.0,,,,8.09,5.0,,,,2023
RA-920,Aluno-920,Feminino,ALFA H - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Agata,,6.9647,7/20/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,6.3,7.52,5.625,,6.1,6.0,6.2,,,,6.35,10.0,,,,2023
RA-921,Aluno-921,Feminino,ALFA I - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Ametista,,7.7407,4/13/2016,7.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.7,7.52,5.625,,6.3,6.5,6.0,,,,6.68,10.0,,,,2023
RA-922,Aluno-922,Feminino,ALFA I - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.5262,2014-03-12 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,9.7,3.14,7.5,,8.4,8.5,8.2,,,,10.01,10.0,,,,2023
RA-715,Aluno-715,Feminino,ALFA I - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Quartzo,6.656,5.8915,2013-12-08 00:00:00,,,,Ágata,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.5,3.14,5.625,,5.4,4.5,6.3,,,,7.675,5.0,,,,2023
RA-822,Aluno-822,Masculino,ALFA I - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Agata,6.922,6.4497,2012-03-02 00:00:00,,,,Ágata,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,8.4,2.52,5.625,,7.1,8.0,6.2,,,,5.925,5.0,,,,2023
RA-923,Aluno-923,Feminino,ALFA I - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.8842,2015-01-04 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.9,7.52,7.5,,7.3,7.5,7.0,,,,10.01,10.0,,,,2023
RA-742,Aluno-742,Feminino,ALFA I - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,7.097,7.024,8/15/2013,10.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,7.6,7.52,7.5,,7.5,6.2,8.8,,,,10.01,5.0,,,,2023
RA-924,Aluno-924,Masculino,ALFA I - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Agata,,6.5207,2015-02-08 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,5.6,7.52,5.625,,5.0,5.0,5.0,,,,5.93,10.0,,,,2023
RA-925,Aluno-925,Masculino,ALFA I - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Ametista,,7.1837,2015-01-12 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.9,7.52,5.625,,5.4,5.2,5.5,,,,5.595,10.0,,,,2023
RA-853,Aluno-853,Feminino,ALFA J - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,8.616,7.8402,7/19/2014,9.0,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.5,3.77,6.25,,7.4,7.2,7.5,,,,9.84,5.0,,,,2023
RA-854,Aluno-854,Feminino,ALFA J - G2/G3,Pública,2022,ALFA,ALFA (1° e 2° ano),0,Agata,8.098,6.6415,2014-08-11 00:00:00,,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.5,3.77,5.625,,6.0,7.5,4.5,,,,8.01,10.0,,,,2023
RA-700,Aluno-700,Feminino,ALFA J - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,7.738,8.2852,10/29/2013,9.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.7,7.52,6.25,,7.8,7.5,8.0,,,,9.84,5.0,,,,2023
RA-701,Aluno-701,Masculino,ALFA J - G2/G3,Pública,2021,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,7.755,7.3982,2012-10-09 00:00:00,,,Ametista,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.9,3.77,6.25,,7.2,7.3,7.0,,,,7.68,5.0,,,,2023
RA-856,Aluno-856,Masculino,ALFA J - G2/G3,Pública,2022,ALFA,ALFA (1° e 2° ano),0,Ametista,8.398,7.3355,2015-07-02 00:00:00,,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.6,7.52,5.625,,7.3,7.5,7.0,,,,8.255,10.0,,,,2023
RA-672,Aluno-672,Feminino,ALFA J - G2/G3,Pública,2021,ALFA,Fase 2 (5° e 6° ano),-2,Agata,7.48,6.5623,8/26/2013,10.0,,Ametista,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,7.9,9.5,2.52,5.625,,6.4,6.0,6.7,,,,6.43,5.0,,,,2023
RA-859,Aluno-859,Feminino,ALFA J - G2/G3,Pública,2022,ALFA,ALFA (1° e 2° ano),0,Topázio,8.325,8.6042,3/20/2015,8.0,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.0,9.2,7.52,7.5,,7.3,6.8,7.8,,,,10.01,10.0,,,,2023
RA-704,Aluno-704,Masculino,ALFA J - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Agata,6.741,6.8297,2012-11-08 00:00:00,,,,Ágata,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.9,3.14,5.625,,6.1,6.5,5.7,,,,6.265,5.0,,,,2023
RA-741,Aluno-741,Feminino,ALFA J - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Agata,6.896,6.2707,9/24/2012,11.0,,,Ágata,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,6.9,4.39,5.625,,5.1,4.2,6.0,,,,7.095,5.0,,,,2023
RA-719,Aluno-719,Masculino,ALFA J - G2/G3,Pública,2021,ALFA,Fase 2 (5° e 6° ano),-2,Agata,5.552,6.4137,2012-03-10 00:00:00,,,Quartzo,Quartzo,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,5.3,7.52,5.625,,5.9,7.0,4.7,,,,7.095,5.0,,,,2023
RA-926,Aluno-926,Feminino,ALFA J - G2/G3,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.7792,6/15/2014,9.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,10.0,3.77,7.5,,6.8,6.5,7.0,,,,9.51,5.0,,,,2023
RA-927,Aluno-927,Feminino,ALFA J - G2/G3,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.5982,2014-11-06 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.7,3.77,7.5,,6.4,7.0,5.8,,,,9.255,5.0,,,,2023
RA-928,Aluno-928,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,9.3712,4/14/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,10.0,7.52,8.75,,9.8,9.8,9.8,,,,9.67,10.0,,,,2023
RA-929,Aluno-929,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,9.1312,10/22/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,9.8,7.52,8.75,,8.8,8.7,8.9,,,,9.67,10.0,,,,2023
RA-930,Aluno-930,Masculino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.8872,10/13/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,8.8,7.52,8.75,,9.0,8.7,9.3,,,,9.0,10.0,,,,2023
RA-931,Aluno-931,Masculino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Ametista,,7.3747,2015-08-04 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,8.2,2.52,5.625,,7.8,7.0,8.5,,,,7.6,10.0,,,,2023
RA-932,Aluno-932,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.3847,12/22/2015,7.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,7.9,7.52,8.125,,7.5,6.5,8.4,,,,9.0,10.0,,,,2023
RA-933,Aluno-933,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.6712,9/26/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,8.4,7.52,8.75,,7.7,8.0,7.3,,,,9.67,10.0,,,,2023
RA-934,Aluno-934,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,9.1737,9/15/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,9.6,7.52,9.375,,8.7,8.3,9.0,,,,9.67,10.0,,,,2023
RA-935,Aluno-935,Masculino,ALFA K - G0/G1,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.9535,9/23/2014,9.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,0.0,9.8,7.52,9.375,,9.4,9.2,9.5,,,,9.67,5.0,,,,2023
RA-936,Aluno-936,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.5477,2015-11-08 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,10.0,7.52,8.125,,6.5,5.0,8.0,,,,8.915,10.0,,,,2023
RA-937,Aluno-937,Feminino,ALFA K - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,9.3237,2015-03-03 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.6,7.52,9.375,,9.2,9.0,9.3,,,,9.67,10.0,,,,2023
RA-756,Aluno-756,Masculino,ALFA K - G0/G1,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,6.976,7.0927,2013-09-09 00:00:00,,,,Ágata,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,10.0,8.7,7.52,5.625,,6.1,5.4,6.8,,,,6.59,5.0,,,,2023
RA-938,Aluno-938,Masculino,ALFA K - G0/G1,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,6.7372,2014-01-06 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,8.4,7.52,6.25,,4.2,0.0,8.3,,,,7.5,5.0,,,,2023
RA-939,Aluno-939,Feminino,ALFA L - G2/G3,Pública,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,7.9742,2012-04-10 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,10.0,7.52,7.5,,5.4,5.0,5.7,,,,10.01,5.0,,,,2023
RA-789,Aluno-789,Feminino,ALFA L - G2/G3,Pública,2022,ALFA,ALFA (1° e 2° ano),0,Ametista,7.405,7.974,1/14/2015,8.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.5,7.52,7.5,,7.9,8.5,7.2,,,,10.01,10.0,,,,2023
RA-792,Aluno-792,Feminino,ALFA L - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,7.025,7.6267,3/19/2013,10.0,,,Ágata,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,7.7,7.52,6.875,,7.2,6.8,7.5,,,,9.085,5.0,,,,2023
RA-940,Aluno-940,Masculino,ALFA L - G2/G3,Pública,2023,ALFA,Fase 2 (5° e 6° ano),-2,Agata,,6.6112,2012-03-07 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.4,2.52,6.25,,6.3,6.8,5.7,,,,7.02,5.0,,,,2023
RA-941,Aluno-941,Feminino,ALFA L - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Ametista,,7.6872,2015-02-03 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.0,10.0,7.52,5.0,,5.0,5.0,5.0,,,,8.175,10.0,,,,2023
RA-942,Aluno-942,Feminino,ALFA L - G2/G3,Pública,2023,ALFA,Fase 2 (5° e 6° ano),-2,Agata,,6.8547,4/14/2013,10.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,8.9,2.52,5.625,,7.1,7.3,6.8,,,,7.0,5.0,,,,2023
RA-943,Aluno-943,Feminino,ALFA L - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.9172,2015-12-01 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.4,7.52,7.5,,8.0,8.0,8.0,,,,9.925,10.0,,,,2023
RA-782,Aluno-782,Masculino,ALFA L - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.485,7.6812,7/31/2014,9.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,9.8,2.52,7.5,,7.5,8.3,6.7,,,,9.345,5.0,,,,2023
RA-768,Aluno-768,Feminino,ALFA L - G2/G3,Pública,2021,ALFA,Fase 2 (5° e 6° ano),-2,Topázio,7.646,8.4042,2012-07-09 00:00:00,,,Ametista,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.1,7.52,7.5,,7.9,8.0,7.8,,,,10.01,5.0,,,,2023
RA-794,Aluno-794,Feminino,ALFA L - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.335,7.9842,2014-08-10 00:00:00,,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.2,7.52,7.5,,6.2,5.2,7.2,,,,10.01,5.0,,,,2023
RA-795,Aluno-795,Feminino,ALFA L - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,8.064,8.4642,2/17/2014,9.0,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.6,7.52,7.5,,8.2,8.7,7.7,,,,10.01,5.0,,,,2023
RA-944,Aluno-944,Feminino,ALFA M - G0/G1,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.0687,1/20/2014,9.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,7.6,7.52,5.625,,7.5,9.2,5.8,,,,6.67,5.0,,,,2023
RA-945,Aluno-945,Masculino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.0777,2015-02-04 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,9.2,7.52,6.875,,7.9,8.0,7.8,,,,6.84,10.0,,,,2023
RA-946,Aluno-946,Masculino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.5822,2016-11-01 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.4,7.52,7.5,,9.3,9.0,9.5,,,,7.0,10.0,,,,2023
RA-754,Aluno-754,Masculino,ALFA M - G0/G1,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Agata,6.602,6.0537,2013-05-09 00:00:00,,,,Ágata,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,6.1,2.52,6.875,,5.6,5.7,5.4,,,,6.67,5.0,,,,2023
RA-947,Aluno-947,Masculino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Agata,,6.3457,2015-02-03 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,7.9,7.52,4.375,,3.3,1.7,4.9,,,,5.08,10.0,,,,2023
RA-948,Aluno-948,Feminino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Agata,,6.5277,4/26/2015,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,7.6,7.52,6.875,,0.0,0.0,0.0,,,,8.34,10.0,,,,2023
RA-949,Aluno-949,Feminino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.0172,2015-03-08 00:00:00,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,8.1,7.52,6.25,,8.9,9.1,8.6,,,,6.5,10.0,,,,2023
RA-950,Aluno-950,Feminino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.8862,11/17/2014,8.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,10.0,7.52,7.5,,9.3,9.5,9.0,,,,8.17,10.0,,,,2023
RA-773,Aluno-773,Feminino,ALFA M - G0/G1,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Agata,6.922,6.9287,12/31/2013,9.0,,,Ágata,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,10.0,7.5,2.52,5.625,,7.9,8.0,7.8,,,,7.67,5.0,,,,2023
RA-951,Aluno-951,Feminino,ALFA M - G0/G1,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.8902,5/23/2016,7.0,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.7,7.52,7.5,,8.4,8.5,8.3,,,,9.09,10.0,,,,2023
RA-769,Aluno-769,Feminino,ALFA N - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,7.598,7.85345,8/23/2013,10.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,10.0,9.3,3.77,7.8125,,8.0,8.2,7.8,,,,8.675,5.0,,,,2023
RA-952,Aluno-952,Masculino,ALFA N - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.37095,9/22/2015,8.0,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.5,9.2,3.77,7.1875,,9.0,8.8,9.2,,,,8.425,10.0,,,,2023
RA-826,Aluno-826,Masculino,ALFA N - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.776,7.77645,2014-06-03 00:00:00,,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,10.0,10.0,3.77,7.8125,,7.3,7.0,7.5,,,,8.34,5.0,,,,2023
RA-953,Aluno-953,Feminino,ALFA N - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Ametista,,7.54005,2015-04-02 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,7.4,8.8,3.14,6.5625,,8.3,8.5,8.0,,,,7.09,10.0,,,,2023
RA-954,Aluno-954,Feminino,ALFA N - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Agata,,6.82375,4/13/2015,8.0,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,0.0,8.3,3.14,7.1875,,7.7,7.8,7.5,,,,8.005,10.0,,,,2023
RA-780,Aluno-780,Feminino,ALFA N - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,6.955,7.7842,8/22/2013,10.0,,,Ágata,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.5,8.8,3.14,8.75,,8.3,8.0,8.5,,,,8.675,5.0,,,,2023
RA-955,Aluno-955,Feminino,ALFA N - G2/G3,Pública,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,7.1297,4/28/2013,10.0,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.0,8.8,3.14,6.875,,7.8,8.0,7.5,,,,7.09,5.0,,,,2023
RA-831,Aluno-831,Masculino,ALFA N - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.41,7.71645,12/19/2013,9.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,8.0,9.4,3.77,7.8125,,8.3,8.8,7.8,,,,8.59,5.0,,,,2023
RA-783,Aluno-783,Masculino,ALFA N - G2/G3,Pública,2021,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,6.996,7.2922,2014-12-04 00:00:00,,,Ametista,Ágata,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.5,6.8,3.77,7.5,,8.9,9.0,8.7,,,,7.925,5.0,,,,2023
RA-774,Aluno-774,Feminino,ALFA N - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Quartzo,7.587,5.852,2014-09-09 00:00:00,,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,0.0,9.5,3.14,5.0,,6.9,7.7,6.0,,,,6.34,5.0,,,,2023
RA-748,Aluno-748,Masculino,ALFA O - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Topázio,8.084,8.7142,2013-08-06 00:00:00,,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.7,7.52,7.5,,9.1,9.0,9.2,,,,10.01,5.0,,,,2023
RA-749,Aluno-749,Masculino,ALFA O - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.484,7.7597,12/23/2013,9.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.0,7.52,5.625,,7.3,7.3,7.3,,,,8.425,5.0,,,,2023
RA-956,Aluno-956,Masculino,ALFA O - G2/G3,Pública,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,7.7312,10/18/2012,11.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.0,7.5,7.52,7.5,,7.8,7.8,7.8,,,,9.345,5.0,,,,2023
RA-787,Aluno-787,Masculino,ALFA O - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.205,7.5227,2014-01-08 00:00:00,,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.8,7.52,5.625,,5.9,6.0,5.8,,,,8.34,5.0,,,,2023
RA-957,Aluno-957,Feminino,ALFA O - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,9.1672,2014-01-12 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.3,7.52,7.5,,9.1,9.0,9.2,,,,9.925,10.0,,,,2023
RA-753,Aluno-753,Feminino,ALFA O - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,8.481,8.6672,2014-11-06 00:00:00,,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.9,7.52,7.5,,9.0,9.0,9.0,,,,9.925,5.0,,,,2023
RA-958,Aluno-958,Feminino,ALFA O - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,9.2902,2015-11-03 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.8,7.52,7.5,,9.3,9.3,9.3,,,,9.84,10.0,,,,2023
RA-755,Aluno-755,Masculino,ALFA O - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,8.566,8.7442,3/22/2014,9.0,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.5,7.52,7.5,,9.2,9.2,9.2,,,,10.01,5.0,,,,2023
RA-763,Aluno-763,Feminino,ALFA O - G2/G3,Pública,2021,ALFA,Fase 2 (5° e 6° ano),-2,Agata,7.402,6.7215,12/19/2012,10.0,,Ágata,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.2,3.14,6.875,,7.9,7.8,8.0,,,,9.0,5.0,,,,2023
RA-757,Aluno-757,Feminino,ALFA O - G2/G3,Pública,2022,ALFA,Fase 2 (5° e 6° ano),-2,Topázio,8.26,8.6742,2/28/2013,10.0,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.6,7.52,7.5,,9.3,9.5,9.0,,,,10.01,5.0,,,,2023
RA-959,Aluno-959,Masculino,ALFA O - G2/G3,Pública,2023,ALFA,ALFA (1° e 2° ano),0,Topázio,,8.6677,8/17/2015,8.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.6,7.52,6.875,,7.7,7.7,7.7,,,,8.84,10.0,,,,2023
RA-960,Aluno-960,Masculino,ALFA O - G2/G3,Pública,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,7.0847,5/17/2013,10.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,10.0,7.52,5.625,,6.3,6.5,6.0,,,,5.85,5.0,,,,2023
RA-961,Aluno-961,Masculino,ALFA O - G2/G3,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Quartzo,,5.99625,1/21/2014,9.0,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,8.7,2.52,5.3125,,6.2,6.2,6.2,,,,8.665,5.0,,,,2023
RA-962,Aluno-962,Feminino,ALFA Q - G2/G3,Pública,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.4742,2014-02-01 00:00:00,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.2,7.52,7.5,,8.7,9.5,7.8,,,,10.01,5.0,,,,2023
RA-805,Aluno-805,Masculino,ALFA Q - G2/G3,Pública,2021,ALFA,Fase 1 (3° e 4° ano),-1,Agata,8.279,6.492,6/14/2014,9.0,,Ametista,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.1,7.52,6.25,,6.8,6.8,6.8,,,,7.175,5.0,,,,2023
RA-806,Aluno-806,Masculino,ALFA Q - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,7.561,7.2937,2/28/2014,9.0,,,Ametista,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,8.3,6.27,6.875,,7.8,7.8,7.7,,,,7.095,5.0,,,,2023
RA-807,Aluno-807,Masculino,ALFA Q - G2/G3,Pública,2022,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,8.121,7.8632,7/22/2014,9.0,,,Topázio,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.1,7.52,6.25,,8.0,8.3,7.7,,,,8.08,5.0,,,,2023
